start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
215.9071,222.6172,Ses05F_script01_3_M021,2.0,2.5,3.5,sad,"[['fru'], ['sad'], ['sad']]",[31 44 46 ... -1  0  0],"Yeah, I suppose I have been.  But it's going from me.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
232.5647,236.2579,Ses05F_script01_3_M023,2.0,3.0,2.0,sad,"[['sad'], ['sad'], ['fru']]",[ 40  44  37 ... -12 -11 -16],"It's- It's mixed up with so many other things, I-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
238.1007,242.0467,Ses05F_script01_3_M024,3.0,3.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[-60 -58 -54 ...  33  25  27],Remember when I was overseas?  I was in command of the company.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
244.7207,247.1344,Ses05F_script01_3_M025,2.5,2.5,3.5,sad,"[['sad'], ['sad'], ['sad']]",[ 48  50  49 ... -23 -27 -28],Yeah.  I lost them.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
249.9286,252.0118,Ses05F_script01_3_M026,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['sad']]",[ 5  8  2 ... 21 27 36],just about all.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
255.6227,262.738,Ses05F_script01_3_M027,2.5,3.0,3.5,sad,"[['sad'], ['sad'], ['sad']]",[-10  -9   0 ...  12  15  15],Takes a little time to toss something like that off you know because they weren't just men-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
264.1301,276.4087,Ses05F_script01_3_M028,3.0,4.0,4.0,sad,"[['sad'], ['hap'], ['sad']]",[27 34 34 ... 56 54 49],"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
276.8093,291.71,Ses05F_script01_3_M029,3.5,4.0,4.0,sad,"[['fru'], ['sad', 'hap'], ['sad']]",[-19 -23 -38 ...  12   1  -9],"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
291.7219,296.8998,Ses05F_script01_3_M030,2.5,4.0,4.5,sad,"[['sad'], ['sad'], ['sad']]",[-15 -26 -23 ...  13  27  29],I mean that exactly that-a little more selfish and they would have still been here today.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
298.402,308.0466,Ses05F_script01_3_M031,2.5,3.5,4.0,sad,"[['fru'], ['sad'], ['sad']]",[ 26  30  30 ... -49 -47 -33],"And I got an ideal, watching them all go down.  Everything was being destroyed see and-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
308.277,319.1635,Ses05F_script01_3_M032,3.0,3.5,4.5,sad,"[['sad'], ['hap'], ['sad']]",[-51 -53 -53 ...  23  24  31],"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
319.6242,333.7856,Ses05F_script01_3_M033,3.0,4.5,4.5,sad,"[['sad'], ['exc'], ['sad']]",[-61 -56 -51 ... -54 -59 -65],And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
337.0306,347.24,Ses05F_script01_3_M034,2.5,3.5,4.0,sad,"[['fru'], ['sad'], ['sad']]",[ 58  53  46 ... -43 -43 -41],And then I went home and it was incredible.  It had no meaning here.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
349.3378,361.057,Ses05F_script01_3_M035,2.0,3.5,4.0,sad,"[['fru'], ['sad'], ['sad']]",[-17 -10 -11 ...  -6  -5  -6],"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
363.4706,376.47,Ses05F_script01_3_M036,1.5,3.5,4.5,sad,"[['fru'], ['sad'], ['sad']]",[ 20  35  29 ... -10 -14  -4],And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
377.39,393.2457,Ses05F_script01_3_M037,1.5,4.5,4.5,sad,"[['fru'], ['sad'], ['sad']]",[24 23 21 ... 65 51 46],"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
407.96,410.7823,Ses05F_script01_3_M039,3.0,4.0,3.5,exc,"[['exc'], ['sad'], ['exc', 'hap']]",[ -8 -12 -11 ...  55  52  42],"I I want you now, Annie.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
22.96,24.8051,Ses05F_script02_1_F000,2.0,1.5,2.0,neu,"[['sad'], ['neu'], ['neu']]",[-2  7  7 ... 11  5  8],Fine.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
45.21,47.13,Ses05F_script02_1_F001,2.0,2.0,2.0,neu,"[['fru'], ['neu'], ['neu']]",[-1072 -1365 -1467 ...   -94   -91   -14],What flashlight?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
77.88,79.03,Ses05F_script02_1_F005,2.0,1.0,2.5,neu,"[['sad'], ['neu'], ['neu']]",[35 41 41 ... 36 25 15],yes.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
111.23,113.74,Ses05F_script02_1_F007,2.0,2.5,2.5,neu,"[['sad'], ['neu'], ['neu']]",[ 15  26  29 ... -37 -38 -42],"It's after eleven, let's go home.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
133.6759,135.9634,Ses05F_script02_1_F011,2.0,1.5,2.0,neu,"[['fru'], ['neu'], ['neu']]",[-28 -31 -38 ... -71 -83 -77],Not particularly.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
137.57,139.6329,Ses05F_script02_1_F012,2.0,1.5,2.0,neu,"[['fru'], ['neu'], ['neu']]",[-41 -41 -39 ...  76  85  90],I just don't.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
205.74,207.6622,Ses05F_script02_1_F015,2.0,2.0,2.0,neu,"[['fru'], ['neu'], ['neu']]",[-67 -62 -57 ...  22  12  15],I am just not.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
208.13,209.54,Ses05F_script02_1_F016,2.5,2.0,2.0,neu,"[['sad'], ['neu'], ['neu']]",[-129 -170 -147 ...    8   33   51],Yes.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
6.88,16.227,Ses05F_script02_1_M000,4.0,4.0,2.5,exc,"[['sad'], ['exc'], ['exc']]",[35 41 13 ... -4 -7  6],"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
16.2508,22.6606,Ses05F_script02_1_M001,4.0,3.0,2.5,exc,"[['fru'], ['exc'], ['exc']]",[ 30  31  43 ... -17 -28 -25],actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
24.72,38.959,Ses05F_script02_1_M002,4.0,3.0,2.0,exc,"[['fru'], ['exc'], ['exc']]",[ -1  21  22 ... -73 -70 -73],"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
38.9828,46.0,Ses05F_script02_1_M003,3.0,3.5,3.0,exc,"[['exc'], ['exc'], ['fru']]",[-41 -39 -30 ... -56 -49 -31],"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
79.89,88.736,Ses05F_script02_1_M009,4.0,3.5,2.0,exc,"[['exc'], ['hap'], ['exc']]",[ -6 -35 -42 ...  -8 -17 -14],"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
88.7598,100.1973,Ses05F_script02_1_M010,3.5,3.5,2.0,exc,"[['fru'], ['exc'], ['exc']]",[ 49  48  24 ... -45 -45 -41],"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
100.25,108.8959,Ses05F_script02_1_M011,4.0,3.5,2.5,exc,"[['fru'], ['exc'], ['exc']]",[-34 -35 -35 ... -13 -25 -26],[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
108.9423,110.8723,Ses05F_script02_1_M012,4.0,3.0,2.0,exc,"[['exc'], ['neu'], ['exc']]",[40 36 34 ... 32 39 31],you want my jacket?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
121.11,122.5243,Ses05F_script02_1_M014,4.0,2.5,2.0,exc,"[['exc'], ['neu'], ['exc']]",[-19 -21  -5 ...  -2   9  13],Right.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
140.37,147.6153,Ses05F_script02_1_M018,3.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[16 12  8 ... 45 41 35],"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
147.6392,157.13,Ses05F_script02_1_M019,3.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[-18 -20 -20 ... -48 -35 -13],"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
163.56,175.947,Ses05F_script02_1_M020,4.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[256 255 244 ...  55  55  53],"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
175.9708,180.88,Ses05F_script02_1_M021,4.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[  8  14  35 ... 435 796 940],This is a big night for these guys.  Life's last orgy. Yeah,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
188.27,197.49,Ses05F_script02_1_M023,3.5,4.0,2.5,exc,"[['fru'], ['exc'], ['exc']]",[ 34  51  74 ... -71 -57 -51],"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
197.51,205.6607,Ses05F_script02_1_M024,3.5,3.5,2.5,exc,"[['fru'], ['exc'], ['exc']]",[70 78 57 ... -1 -2 -2],There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
239.6,246.7166,Ses05F_script02_1_M029,4.0,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[ 42  48  49 ... -18 -15 -21],"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
246.788,254.73,Ses05F_script02_1_M030,4.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[ 56  58  57 ... -22 -15  -4],"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
254.76,270.4256,Ses05F_script02_1_M031,3.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc']]",[ 60  62  53 ... -86 -85 -87],"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
270.4494,281.172,Ses05F_script02_1_M032,4.0,4.0,2.5,exc,"[['exc'], ['exc'], ['exc']]",[ 61  66  62 ... -40 -47 -46],It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
281.2197,310.2662,Ses05F_script02_1_M033,4.5,4.0,3.0,exc,"[['exc'], ['exc'], ['exc']]",[-36 -36 -33 ... -29 -70 -94],"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
310.9,315.22,Ses05F_script02_1_M034,4.0,3.5,1.5,exc,"[['exc'], ['exc'], ['exc']]",[-47 -46 -41 ...   9  18  27],"Well, So what do you think?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
48.5866,54.2339,Ses05F_script02_2_F005,1.5,4.5,3.5,ang,"[['fru'], ['ang'], ['ang']]",[  13   20   -3 ...  556 -492  -77],"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
145.31,157.0543,Ses05F_script02_2_F013,2.5,2.0,3.5,sad,"[['sad'], ['sad'], ['neu']]",[-65 -32  -7 ... -24 -22 -23],"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
157.2548,181.381,Ses05F_script02_2_F014,2.5,2.0,3.5,sad,"[['sad'], ['hap'], ['sad']]",[ 24  31  42 ... -84 -84 -75],"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
197.7213,203.7028,Ses05F_script02_2_F016,4.0,2.5,3.5,sad,"[['sad'], ['hap'], ['sad']]",[47 31 15 ... 20 26 29],"Dancing barefoot in the sand, drinking champagne from the bottle.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
213.0412,219.0072,Ses05F_script02_2_F017,2.0,2.5,3.5,sad,"[['sad'], ['sad'], ['sad']]",[-24 -20 -17 ...  18  21  24],I rather not remember some things.  I rather not hope for some things.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
225.3896,227.2275,Ses05F_script02_2_F018,2.0,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-7  0 -3 ... 11 -1 -6],No.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
228.8315,230.6025,Ses05F_script02_2_F019,2.0,3.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-10  -6 -12 ...  17  14  21],No.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
292.71,297.7349,Ses05F_script02_2_F025,1.5,4.0,4.0,sad,"[['sad'], ['sad'], ['fru', 'sad']]",[ 15 -15 -12 ...  13  21  32],This what?  What is this?  This isn't even anything.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
298.26,303.5158,Ses05F_script02_2_F026,2.0,3.5,4.0,sad,"[['sad'], ['sad'], ['fru']]",[ 450  -92 -143 ...  -54  -43  -39],"Sure, this is standing.  This is waiting.  This is fighting.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
304.7522,309.1296,Ses05F_script02_2_F027,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['fru']]",[-20 -24 -16 ... -45 -42 -41],But this isn't anything like I thought it would be.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
312.8054,332.1197,Ses05F_script02_2_F028,1.5,3.0,3.0,sad,"[['sad'], ['sad'], ['fru']]",[-20 -25 -22 ... -27 -21 -19],"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
336.0962,338.1012,Ses05F_script02_2_F029,2.5,2.5,2.0,sad,"[['sad'], ['sad'], ['sad']]",[13 23 28 ... 36 22 31],I didn't say that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
341.9774,349.5294,Ses05F_script02_2_F030,2.0,2.0,3.5,sad,"[['sad'], ['sad'], ['sur']]",[  8   1   8 ... -25 -30 -29],"For heaven's sake Augie, wherever I am I always wanted to be with you.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
358.2843,374.7917,Ses05F_script02_2_F032,2.0,2.5,3.5,sad,"[['fru', 'exc'], ['sad'], ['sad']]",[-25 -30 -23 ...  52  41  27],"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
6.21,10.02,Ses05F_script02_2_M000,4.0,3.0,3.0,exc,"[['exc'], ['exc'], ['exc']]",[  5   4  -3 ... -66 -53 -48],"Well, so?  What do you think?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
15.04,21.052,Ses05F_script02_2_M002,3.0,3.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-37 -32 -16 ...  49 180 324],It certainly is not. It's slightly exaggerated scientific fact.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
25.27,27.5,Ses05F_script02_2_M003,2.5,4.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-46 -43 -65 ... -13 -12 -15],"I am not the only one, look at all these people.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
43.1064,49.6559,Ses05F_script02_2_M005,3.0,3.0,3.5,neu,"[['fru'], ['neu'], ['neu']]",[   1   21   33 ... -324 -250 -104],"Carla, can I ask you a question?  Now don't be upset, are you having a period?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
87.6497,89.32,Ses05F_script02_2_M010,3.0,3.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-160 -163 -137 ...  -36  -39  -47],Well We will see them this year.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
191.83,197.37,Ses05F_script02_2_M016,4.0,3.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-34 -37 -38 ...   1   1   2],"Wait a minute, I got it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
